Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa)
20.2,28,781
19.6,30,781.2
19.1,32,781.3
18.5,34,781.4
17.9,37,781.5
17.2,39,781.7
16.6,41,781.8
16.2,43,781.8
15.6,45,781.8
15.1,47,781.9
14.7,48,781.9
14.2,49,781.8
13.9,50,781.8
13.6,51,781.8
13.3,50,781.8
12.9,48,781.7
12.4,49,781.5
11.1,52,781.4
9.3,57,781.3
7.7,64,781.2
6.7,69,781
6,72,780.8
5.5,73,780.7
5.2,73,780.7
5.1,72,780.6
5.2,71,780.5
5.5,70,780.3
5.7,69,780.3
5.8,70,780.2
6,69,780.2
5.6,71,780.1
4.8,74,780.1
4.3,74,780.1
4.3,74,780.1
4.4,72,780
4.6,71,780
4.8,71,780.1
4.9,70,780.1
5.2,68,780.1
5.1,69,780.1
4.8,68,780.1
4.9,68,780.2
5,66,780.3
5.2,66,780.3
5.4,65,780.4
5.5,65,780.5
5.5,65,780.6
5.6,63,780.6
5.7,63,780.7
5.7,63,780.7
5.7,62,780.8
5.8,60,780.8
5.9,60,780.8
6.1,59,780.9
6.5,57,781
6.7,56,781.1
6.9,56,781.1
7,55,781.2
7,54,781.2
7.4,53,781.2
7.7,51,781.3
7.4,52,781.3
7.1,54,781.4
7.1,54,781.4
7.2,54,781.4
7.6,52,781.6
7.8,52,781.6
8,50,781.7
8,50,781.7
8.1,50,781.7
8.1,51,781.7
8.3,50,781.8
8.4,50,781.9
8.8,48,781.9
8.9,46,781.8
8.8,46,781.8
9,45,781.9
9.5,42,781.9
9.7,41,781.9
9.8,41,781.9
10,39,781.8
10.2,37,781.9
10.3,36,781.8
10.5,34,781.8
10.8,32,781.8
11,31,781.7
10.8,29,781.5
11.2,27,781.5
11.6,25,781.5
12.1,25,781.4
12.7,23,781.3
12.8,22,781.3
12.6,22,781.2
12.8,21,781.2
13.2,21,781.1
13.5,21,781.1
14,19,781
14.2,19,780.9
14,18,780.9
14.1,17,780.8
14.6,15,780.7
15.3,15,780.6
16.1,14,780.6
17,13,780.5
17.8,12,780.5
18.5,11,780.4
19.1,10,780.4
19.8,10,780.3
20.4,9,780.2
20.8,9,780.2
21.1,10,780.1
21.4,9,780.1
21.7,10,780.1
21.9,11,780.1
22.1,10,780.1
22.2,9,780.1
22.5,9,780.1
22.6,9,780.1
22.7,9,780.1
22.8,9,780.2
23,9,780.2
23.3,11,780.3
23.8,10,780.3
23.8,7,780.4
23.8,6,780.5
23.8,5,780.6
23.8,6,780.6
23.6,8,780.7
23.5,9,780.8
23.6,9,780.9
23.8,8,781
23.4,8,781.1
23.1,7,781.2
23.2,9,781.3
23.4,9,781.4
23.3,7,781.6
23,9,781.7
22.5,11,781.9
22.3,13,782.1
22.2,12,782.2
22.4,13,782.4
22.2,13,782.5
21.8,14,782.6
21.7,15,782.7
21.5,18,782.8
20.8,19,782.9
20.3,19,783
19.8,20,783.1
19.6,20,783.2
19.1,21,783.3
18.6,22,783.3
18.4,23,783.3
18.1,23,783.3
17.6,25,783.4
17.3,26,783.3
16.4,28,783.3
15.7,30,783.2
15.2,32,783.1
14.3,36,783
13.3,38,783
11.8,41,782.9
9.7,45,782.9
7.5,51,782.9
5.6,57,782.8
4.6,60,782.8
3.7,62,782.8
3.1,68,782.7
3.1,71,782.6
3.3,72,782.5
3.4,72,782.4
3.5,72,782.4
3.6,71,782.3
3.9,71,782.3
4.1,71,782.3
4,72,782.2
4.1,71,782.2
4.1,71,782.1
4.1,71,782.1
4.3,68,782
4.4,66,782
4.2,69,782
4,64,781.9
4.1,63,781.9
4.3,63,782
4.7,61,782
5.2,58,782
5.6,58,782.1
5.9,58,782.1
6,56,782.1
6,55,782
6.1,56,782
6.2,56,782
6.2,57,782
6.4,57,782
6.7,56,782
7,56,782
7.6,55,782.1
8.2,53,782.1
8.6,50,782.2
8.5,49,782.1
8.3,52,782.1
8.3,54,782.1
8.4,54,782.2
8.4,54,782.3
8.6,54,782.3
8.9,52,782.4
9.1,51,782.4
9.4,51,782.5
10,49,782.5
10.2,48,782.5
10.2,48,782.5
10.1,48,782.6
10,48,782.7
10,48,782.7
10.1,48,782.8
10.4,47,782.8
10.8,45,782.8
11,45,782.8
11.1,45,782.8
11.6,44,782.9
12,42,782.9
12,42,782.9
11.9,44,782.8
12.3,42,782.8
12.9,40,782.7
13.5,39,782.7
13.7,37,782.7
13.7,34,782.7
13.9,33,782.7
14.2,31,782.6
14.4,29,782.5
14.7,27,782.5
14.9,25,782.4
14.7,23,782.3
14.5,22,782.2
14.7,20,782.1
14.4,18,782
14.5,17,781.9
14.6,16,781.8
14.7,16,781.7
14.9,16,781.6
15.3,17,781.4
15.7,18,781.3
16.3,18,781.2
16.4,18,781.1
16.8,18,781
17.7,18,781
18.6,17,780.9
19.2,17,780.9
19.6,20,780.8
20.7,19,780.8
21.9,18,780.7
22.7,16,780.6
23,15,780.6
23.1,15,780.5
23.2,15,780.5
23.7,14,780.5
23.9,14,780.5
23.8,14,780.5
24.1,14,780.5
24.2,14,780.5
24.4,14,780.5
24.5,14,780.5
24.7,14,780.5
24.8,14,780.5
24.8,14,780.6
25.1,14,780.6
25.2,13,780.6
25.4,14,780.7
25.6,14,780.7
25,14,780.8
24.8,14,780.8
25,15,780.9
25,16,781
24.9,16,781.1
25,16,781.2
24.5,17,781.3
24.7,16,781.5
24.6,17,781.6
24.4,18,781.7
24.2,17,781.9
23.7,18,782
23.7,19,782.1
23.4,19,782.3
23.2,20,782.4
22.9,20,782.6
22.9,21,782.7
22.5,23,782.8
22.2,23,782.9
22,24,783
21.6,25,783.1
21.3,26,783.2
21.1,26,783.3
20.9,26,783.4
20.6,27,783.4
20.4,27,783.5
20.1,27,783.5
19.9,27,783.5
19.8,27,783.5
19.5,28,783.4
19.4,29,783.3
19.5,28,783.2
19.2,29,783.1
18.4,30,783
17.8,30,782.9
16.7,31,782.7
14.9,31,782.7
13.2,34,782.6
12.1,36,782.5
11.6,38,782.4
11.2,39,782.3
10.8,39,782.2
10.5,41,782.1
10.2,44,782.1
10.3,45,782
10.3,45,781.8
10.3,46,781.7
10.3,47,781.7
10.1,48,781.6
10,50,781.5
10.2,50,781.4
10.4,50,781.3
10.5,50,781.3
10.6,49,781.2
10.5,51,781.1
10.7,50,781.1
11.1,48,781
11.3,47,780.9
11.2,47,780.9
11.1,48,780.8
10.9,48,780.8
11.2,47,780.7
11.6,45,780.7
11.8,45,780.7
12,44,780.7
12,44,780.7
11.8,45,780.6
11.9,45,780.7
11.9,44,780.7
11.8,44,780.7
11.8,44,780.8
11.8,44,780.8
12,43,780.8
12.6,41,781.1
12.6,41,781.1
12.5,41,781.2
12.4,41,781.2
12.2,40,781.2
12.1,40,781.2
11.8,40,781.2
11.7,40,781.3
11.6,40,781.2
11.8,39,781.2
11.9,39,781.2
12.2,39,781.1
12.9,38,781.1
13.7,36,781
14.4,36,780.9
15.7,33,780.7
16.5,31,780.4
16.6,31,780.2
16.6,31,780.2
16.7,30,780.2
16.8,29,780.2
16.8,28,780.2
16.8,27,780.2
16.7,26,780.2
16.7,26,780.1
16.6,26,780.1
16.3,27,780
15.7,28,780
15.3,29,780
15.5,29,780
16,29,779.9
16.4,28,779.8
16.4,28,779.8
16.5,28,779.7
16.7,29,779.6
17.1,28,779.5
17.1,28,779.4
17.1,27,779.3
17.4,27,779.2
17.6,25,779.1
17.8,25,779
18.1,24,778.8
18.2,24,778.8
18.6,24,778.7
19.2,23,778.6
20,22,778.5
20.7,21,778.4
21.3,20,778.3
22,19,778.3
22.8,18,778.2
23.2,17,778.1
23.5,17,778
23.6,17,778
23.7,17,778
24,17,778
24,16,777.9
24.2,17,777.9
24.4,17,777.8
24.5,18,777.8
24.8,17,777.9
24.9,17,777.9
25,18,777.9
24.9,19,777.9
25.4,18,777.9
25.2,19,778
25.5,19,778
26.2,18,778
25.7,18,778.1
25.5,18,778.1
25.7,17,778.2
25.6,17,778.3
25.4,18,778.4
25.1,17,778.5
24.5,18,778.8
24.4,18,778.9
24.8,18,779.1
25,17,779.2
24.9,17,779.5
24.8,16,779.7
24.6,16,779.9
24.2,18,780
23.9,17,780.2
24,19,780.2
23.6,20,780.3
23.5,21,780.5
23.8,21,780.6
23.6,21,780.7
23.1,22,780.8
23,22,780.8
23,24,780.9
22.6,25,780.9
22.2,26,781
22,27,781
21.5,28,781
21.1,29,780.9
20.7,30,780.9
20.3,31,780.8
19.8,33,780.8
18.9,35,780.7
18,38,780.6
17.2,40,780.6
16.5,42,780.5
15.5,43,780.5
14.3,47,780.4
12.7,52,780.3
11.6,56,780.2
11,58,780
10.6,60,779.9
10.4,59,779.8
9.9,61,779.7
9.4,63,779.6
9.2,65,779.5
9.1,64,779.4
9.2,63,779.4
8.9,64,779.3
8.7,64,779.2
8.7,64,779.2
9.1,62,779.1
9.8,60,779
10.5,57,778.9
11.4,54,778.8
12.3,52,778.7
12.9,49,778.6
12.7,49,778.5
12.3,51,778.5
12.5,51,778.4
12.9,50,778.4
13.1,48,778.4
12.9,48,778.4
12.3,50,778.4
11.8,52,778.4
11.7,52,778.4
11.6,52,778.5
11.6,52,778.5
11.8,52,778.6
11.9,50,778.6
12,49,778.7
12.5,47,778.7
12.9,45,778.7
13.3,45,778.7
13.9,43,778.6
14.5,40,778.7
15,40,778.7
15.4,38,778.7
15.8,37,778.6
16,36,778.7
16,36,778.7
16,35,778.7
15.7,35,778.7
15.2,35,778.7
14.9,35,778.8
15,34,778.8
15.2,33,778.8
15.5,32,778.8
15.8,31,778.9
16.1,30,778.9
16.1,29,778.9
15.6,30,778.9
15.1,30,778.9
14.6,30,778.9
14.2,30,779
14,31,779
14.6,30,779
14.4,29,779.1
13.9,30,779.1
13.6,31,779
13.8,31,779.1
14.1,31,779
14,31,778.9
14,33,778.9
15,29,778.6
15.1,30,778.6
15.6,28,778.5
15.9,27,778.4
16.4,27,778.3
16.8,26,778.2
17.1,25,778.1
17.4,24,778.1
17.3,24,777.9
17.3,24,777.8
17.6,22,777.7
17.9,22,777.6
18.6,21,777.5
19.5,20,777.5
20.3,19,777.4
21.1,17,777.3
22.2,16,777.3
23.2,14,777.2
23.6,14,777.2
23.7,14,777.1
24.1,14,777.1
24.5,14,777
24.5,15,777
24.5,14,777
24.4,14,777
24.4,15,777.1
24.6,15,777
24.8,15,777
25,16,777.1
25.2,16,777.1
25.3,17,777.2
25.1,17,777.2
24.2,19,777.3
22.9,19,777.4
22.7,20,777.5
23.3,20,777.6
24.2,19,777.7
24.4,19,777.9
24.5,19,778
24.4,20,778.2
24.2,19,778.3
24.7,20,778.5
25.5,19,778.7
24.9,20,778.8
24.2,21,778.9
24.3,21,779.1
24.3,21,779.3
24.2,20,779.5
23.8,21,779.7
23.6,22,779.9
23.6,23,780.1
23.6,24,780.2
23.3,24,780.3
22.9,25,780.4
22.6,27,780.6
22.4,27,780.6
22.5,27,780.7
22.4,27,780.8
22.6,27,780.9
22.3,28,780.9
21.8,29,780.9
21.4,30,781
21.5,31,781
21.2,31,781
20.7,32,781
19.9,32,780.9
19,34,780.9
18.4,37,780.9
17.4,40,780.8
16.7,41,780.8
15.6,45,780.7
14.1,48,780.7
12.7,52,780.5
11.7,54,780.5
11,55,780.4
10.7,55,780.4
10.2,57,780.4
9.8,59,780.3
9.6,60,780.2
9.8,60,780.2
9.8,60,780.1
9.7,60,780
9.7,59,779.9
9.6,59,779.9
9.2,61,779.8
8.9,63,779.8
9,62,779.7
9.1,62,779.7
9.1,62,779.6
9.3,61,779.7
9.3,61,779.7
8.9,63,779.6
8.7,65,779.6
8.8,66,779.7
9,65,779.7
9.2,64,779.8
9.1,65,779.8
9.2,65,780
9.3,65,780
9.4,65,780
9.6,64,779.9
10.1,63,780
10.5,61,780
10.5,62,780.1
10.8,63,780.2
11.1,61,780.3
11.1,61,780.3
11.1,60,780.4
10.9,60,780.4
10.6,62,780.4
10.1,64,780.4
9.6,66,780.5
9.6,67,780.6
9.5,68,780.6
9.4,69,780.6
9.5,69,780.7
9.5,69,780.7
9.7,67,780.8
10,66,780.9
10.2,65,781
10.9,63,781.6
11,63,781.7
11.2,62,781.8
11.5,61,781.8
11.6,61,781.9
11.8,61,782
12.2,59,782.1
12.4,58,782.2
12.4,59,782.2
12.4,60,782.2
12.5,61,782.1
12.7,61,782.1
12.8,61,782.1
13.3,60,782.1
13.5,59,782
13.5,61,782
13.8,62,781.9
14.3,60,781.9
14.7,59,781.9
15,58,781.8
15.4,56,781.7
15.6,54,781.7
15.6,53,781.6
16,50,781.5
16.6,46,781.4
16.9,44,781.2
17.3,43,781.1
17.5,42,780.9
17.6,41,780.8
17.6,42,780.8
17.5,42,780.8
18,42,780.7
18.8,39,780.6
19.6,37,780.6
20.3,35,780.7
20.9,35,780.6
21.2,33,780.6
21.5,31,780.6
21.4,31,780.6
21.3,33,780.6
21.9,32,780.6
22.1,32,780.6
21.9,33,780.6
22.1,33,780.6
22.7,32,780.6
22.9,32,780.6
23,32,780.6
22.7,33,780.7
22.6,31,780.8
22.6,33,780.9
22.8,32,781
22.8,32,781.1
22.6,34,781.2
22.6,35,781.4
22.8,34,781.5
22.7,34,781.7
22.8,34,781.8
22.7,35,781.8
22.1,38,782
22.4,37,782.2
22.4,36,782.4
21.8,39,782.6
21.6,38,782.8
21.5,39,783
20.7,42,783.2
20.6,41,783.5
20.6,43,783.7
20.8,44,783.8
20.9,43,784
20.5,45,784.2
20.2,45,784.3
19.9,46,784.4
19.3,46,784.6
18.9,48,784.7
18.8,48,784.9
18.2,50,785
17.7,52,785.2
17.1,54,785.3
16.3,57,785.4
16,58,785.5
16.1,58,785.6
15.7,59,785.6
15.1,61,785.6
14.5,63,785.5
13.8,68,785.5
13.3,71,785.5
12.9,73,785.5
12.5,74,785.4
12.1,76,785.4
11.8,78,785.3
11.5,78,785.2
11.4,79,785.2
11.2,79,785.1
11.1,79,785
11,80,784.9
10.9,80,784.8
10.8,80,784.7
10.7,80,784.6
10.7,80,784.6
10.8,80,784.5
10.9,79,784.5
10.9,78,784.5
10.8,78,784.5
10.7,79,784.5
10.7,78,784.4
10.6,79,784.3
10.3,81,784.3
10,82,784.1
9.9,81,784
10.1,80,783.9
9.9,80,783.9
9.6,83,784
9.1,85,784.1
8.7,85,784.2
8.7,84,784.2
8.8,85,784.2
8.8,84,784.2
8.9,84,784.3
8.9,84,784.3
8.8,84,784.4
9,84,784.4
9,84,784.4
9.2,82,784.4
9.5,80,784.5
9.5,81,784.6
9.6,81,784.7
9.7,80,784.7
9.8,79,784.8
9.9,79,784.8
10,78,784.8
10.1,78,784.8
10.1,78,784.9
10.3,77,784.8
10.5,76,785
10.6,75,784.9
10.5,75,785.1
10,78,785.2
9.5,82,785.2
9.5,81,785.2
9.7,80,785.2
10,78,785.2
10.1,77,785.2
10.3,76,785.3
10.3,75,785.4
10.1,76,785.4
9.8,78,785.5
10.1,76,785.4
10.5,74,785.4
10.9,72,785.4
11.1,71,785.4
11.2,70,785.3
11,71,785.3
10.8,72,785.4
10.8,71,785.5
11,70,785.4
11.2,69,785.3
11.6,67,785.2
11.9,65,785
12.1,65,784.9
12.4,64,784.9
12.7,64,784.9
12.8,64,784.8
13,63,784.8
13.2,62,784.8
13.5,60,784.8
13.8,58,784.7
14.1,58,784.5
14.5,57,784.3
14.8,56,784.1
15.2,54,783.9
15.6,52,783.7
16,51,783.5
16.3,48,783.4
16.6,45,783.3
17,43,783.1
17.4,42,783
17.8,41,782.9
18.3,41,782.8
18.7,39,782.7
19.3,39,782.6
19.9,36,782.5
20.3,36,782.4
20.7,35,782.3
20.9,35,782.3
21.3,34,782.2
21.5,33,782.1
21.5,34,782
21.7,33,781.9
21.9,32,781.9
21.9,32,781.9
22,32,781.8
22.3,32,781.8
23,31,782.3
23,31,782.4
22.3,33,782.5
21.9,35,782.6
22.5,33,782.7
22.6,34,782.9
22.1,35,783.1
22,35,783.3
21.8,37,783.5
21.6,38,783.7
21.3,39,783.9
20.6,41,784.1
20.2,43,784.3
20,45,784.5
19.4,48,784.6
18.8,50,784.8
18.2,53,784.9
17.9,55,785
17.5,57,785.2
17.1,57,785.4
16,61,785.4
14.8,65,785.5
13.7,70,785.6
13.4,72,785.7
13.2,73,785.7
12.9,74,785.8
12.5,76,785.8
12.3,77,785.8
12.1,80,785.7
11.9,81,785.7
11.6,82,785.7
11.4,84,785.6
11.2,84,785.5
11.1,85,785.5
11,86,785.4
10.8,87,785.4
10.7,89,785.3
10.5,91,785.2
10.4,92,785.1
10.3,94,785
10.2,96,785
10.1,98,784.9
10,98,784.9
9.9,99,784.7
9.9,99,784.6
9.8,99,784.6
9.7,99,784.5
9.6,99,784.4
9.4,99,784.3
9.2,98,784.3
9,97,784.2
9,97,784.2
8.8,96,784.1
8.7,95,784.1
8.9,95,784
8.9,95,784
8.9,96,783.9
8.5,95,783.8
8.5,94,783.7
8.4,93,783.6
8.6,93,783.6
8.5,92,783.5
8.4,92,783.5
8.3,89,783.5
8.6,89,783.5
8.8,90,783.4
8.6,90,783.3
8.5,89,783.3
8.5,87,783.4
8.7,87,783.4
8.8,87,783.4
8.8,87,783.5
8.9,87,783.5
8.9,87,783.6
8.8,85,783.7
8.9,84,783.6
9.1,83,783.6
9.2,83,783.6
9.4,81,783.6
9.6,80,783.5
9.9,80,783.5
10.1,78,783.6
10.3,78,783.7
10.2,78,783.7
10.2,76,783.7
10.3,75,783.8
10.3,73,783.8
10.2,73,783.8
10.3,70,783.7
10.5,69,783.7
10.4,69,783.8
10.4,68,783.8
10.6,65,783.8
10.8,63,783.8
11,61,783.8
11.1,61,783.8
11.2,60,783.8
11.5,58,783.8
11.8,57,783.7
11.9,58,783.6
12,60,783.5
12.2,60,783.4
12.2,60,783.4
12.3,59,783.3
12.3,58,783.3
12.5,57,783.2
12.8,54,783.1
12.9,53,783
12.9,52,782.9
13.4,49,782.7
14,48,782.5
14.7,45,782.4
15.3,43,782.2
15.8,41,782.1
16.2,40,782
16.5,39,781.9
16.7,38,781.7
16.9,37,781.5
17.2,36,781.4
17.5,35,781.3
17.8,35,781.2
18.2,34,781.1
18.6,33,781
19.1,32,780.9
19.7,32,780.9
20.2,31,780.8
20.7,30,780.7
21,30,780.7
21.2,29,780.6
21.3,30,780.6
21.5,30,780.6
21.7,30,780.5
22,31,780.4
22.1,29,780.4
21.9,30,780.4
21.9,30,780.4
22.2,30,780.5
22.4,30,780.4
22.2,31,780.5
22.3,31,780.5
22.5,30,780.5
22.5,31,780.5
22.2,32,780.6
22,33,780.6
21.7,33,780.7
21.7,33,780.7
21.7,33,780.9
21.7,35,780.9
21.6,34,781
21.6,35,781.1
21.8,33,781.2
21.4,35,781.3
21.5,34,781.5
21.2,36,781.7
20.8,36,781.9
20.5,39,782
20.2,41,782.2
19.9,44,782.4
19.3,46,782.5
18.8,48,782.6
18.5,50,782.7
18.1,52,782.8
18.2,52,782.9
17.6,54,783
17.1,55,783.1
16.9,57,783.1
16.5,58,783.2
15.9,60,783.3
15.5,61,783.3
15,63,783.3
14.6,66,783.3
14.2,67,783.3
13.8,69,783.2
13.1,73,783.2
12.5,76,783.1
12,80,783.1
11.3,92,783
10.5,100,782.9
9.6,100,782.9
8.7,100,782.9
8.3,100,782.9
8.2,100,782.8
8.1,100,782.7
8,100,782.6
7.8,99,782.5
7.6,99,782.4
7.5,99,782.4
7.2,98,782.3
6.8,98,782.3
6.5,97,782.2
6.5,97,782.2
6.5,97,782.2
6.6,98,782.2
6.6,98,782.1
6.4,97,782.1
6.2,97,782
6.3,97,781.9
6.3,96,781.9
6.3,96,781.9
6.4,96,781.9
6.6,96,781.9
7,96,781.9
7.2,96,781.9
7.3,96,781.9
7.5,97,781.8
7.5,97,781.8
7.4,96,781.8
7.4,96,781.8
7.4,95,781.8
7.4,95,781.8
7.5,95,781.8
7.6,95,781.8
7.6,95,781.8
7.8,95,781.9
7.7,95,781.9
7.7,94,782
7.7,93,782
7.8,92,782.1
8.1,93,782.2
8.1,93,782.2
8.1,92,782.2
8.2,92,782.3
8.3,91,782.3
8.5,91,782.4
8.7,91,782.4
8.8,91,782.4
8.6,89,782.5
8.8,89,782.6
8.9,87,782.6
9,88,782.7
9,87,782.8
9.1,85,782.9
9.2,84,782.9
9.4,83,783
9.6,82,783
9.7,82,783
9.7,82,783
9.9,79,783
10.3,78,783
10.5,77,783
10.7,76,783.1
10.9,75,783
11,74,783
11.1,73,783
11.3,73,782.9
11.7,70,782.9
12.1,68,782.9
12.4,67,782.8
12.5,66,782.8
12.7,65,782.7
12.8,65,782.6
12.7,66,782.5
13,65,782.4
13.3,65,782.2
13.6,64,782
13.9,63,781.8
14.3,62,781.7
14.7,60,781.5
15,59,781.4
15.3,58,781.3
15.6,57,781.2
15.9,56,781
16.3,54,780.8
16.6,53,780.7
16.9,52,780.7
17.3,50,780.6
17.7,50,780.5
18.3,48,780.5
18.8,46,780.5
19.4,42,780.4
19.6,41,780.3
19.5,41,780.3
19.1,43,780.3
19.1,42,780.2
19.3,41,780.2
19.5,41,780.1
19.6,42,780.1
20,42,780.1
20.4,41,780.2
21,40,780.2
21.6,39,780.2
21.5,39,780.3
22.1,38,780.3
22.2,38,780.4
22.4,37,780.4
22.6,35,780.5
22.5,36,780.6
22.1,36,780.7
21.6,37,780.8
21.4,38,780.9
22.1,36,781
21.1,39,781.2
21.3,41,781.2
21.4,41,781.3
21.4,41,781.5
21.8,40,781.7
21.6,41,781.9
21.2,42,782.1
20.9,43,782.2
20.3,45,782.4
19.8,26,781.2
19.5,27,781.2
18.9,28,781.2
18.5,28,781.1
18.2,29,781
18.3,28,780.9
18,28,780.9
17.6,31,780.8
17.3,32,780.7
16.2,31,780.6
14.9,33,780.5
13.2,37,780.4
11.4,41,780.3
10.1,44,780.2
9.2,48,780.2
8.6,50,780.2
8.5,50,780.2
8.6,48,780.1
8.8,47,780
8.7,46,779.9
8.5,47,779.9
8.3,47,779.8
8.1,47,779.8
7.8,47,779.7
7.8,48,779.6
8.1,47,779.5
8.5,46,779.4
8.9,44,779.3
9.2,40,779.2
9,38,779.1
8.6,40,779
8.6,46,778.9
9.5,45,778.8
10.8,41,778.8
11.9,37,778.6
12.5,35,778.5
12.6,35,778.5
12.7,35,778.5
12.7,34,778.4
12.8,34,778.4
12.8,34,778.4
12.9,34,778.4
12.8,35,778.5
12.7,36,778.6
12.7,36,778.6
12.7,36,778.6
12.6,36,778.7
12.4,36,778.8
12.5,37,778.8
12.8,36,778.8
12.8,36,778.8
12.9,36,778.8
12.8,36,778.8
12.5,37,778.8
12.5,37,778.8
12.5,38,778.9
12.6,38,779
12.7,37,779.1
12.8,36,779.1
12.9,36,779.1
13.2,35,779.2
13.3,35,779.4
13.2,36,779.4
13.4,37,779.5
13.6,37,779.6
13.6,37,779.6
13.3,39,779.6
13.4,39,779.6
13.4,40,779.5
13.5,41,779.5
13.8,40,779.5
13.7,40,779.4
13.8,40,779.4
14,40,779.4
14.2,39,779.4
14.3,39,779.3
14.5,38,779.3
14.5,38,779.3
14.6,37,779.3
14.7,37,779.2
15,36,779.1
15.2,35,779
15.4,35,779
15.6,34,778.9
15.6,34,778.8
15.8,33,778.6
16,32,778.4
16.4,30,778.3
16.8,28,778.2
17.1,27,778.1
17.5,26,778
17.6,26,777.9
17.7,26,777.8
17.8,26,777.7
17.9,26,777.6
18.1,26,777.5
18.4,25,777.3
18.7,25,777.2
19.1,24,777.1
19.4,23,777
20,22,776.9
20.7,21,776.8
21.2,21,776.6
21.5,20,776.6
21.6,20,776.5
21.7,21,776.4
21.7,21,776.3
21.9,20,776.3
22,19,776.2
22.2,19,776.2
22.4,19,776.2
22.1,20,776.2
22.1,20,776.3
22.3,18,776.4
22.2,18,776.4
22.3,20,776.4
22.6,20,776.5
22.2,20,776.5
22.2,18,776.6
22.3,18,776.6
22.3,18,776.6
22.4,18,776.7
22.4,18,776.8
22.1,19,776.9
21.9,20,776.9
21.5,21,777.1
21.3,21,777.2
21.2,22,777.4
21,23,777.6
20.9,25,777.8
21,24,777.9
20.6,26,778.1
20.4,26,778.2
20.4,25,778.4
20.5,25,778.5
20.5,25,778.7
20.5,26,778.7
20.4,25,778.7
20.1,26,778.8
19.9,24,778.8
20,25,778.9
19.9,27,779
19.6,28,779
18.8,31,779.1
18.3,32,779.1
18.3,33,779.1
18.2,34,779
17.9,36,779
17.4,38,778.9
17.3,40,778.8
17,42,778.7
16.7,43,778.7
16,45,778.7
14.9,48,778.6
13.9,50,778.6
13.1,52,778.5
12,55,778.4
11.1,59,778.2
10.3,61,778.1
9.5,64,778
8.9,67,778
8.7,67,777.8
9.1,64,777.7
9.8,61,777.7
10,61,777.6
9.7,62,777.5
9.8,61,777.4
10.1,60,777.2
10.5,58,777
10.4,59,776.9
10.5,58,776.8
10.7,58,776.8
11,56,776.7
11.6,55,776.7
12.8,51,776.7
13.8,47,776.5
14.1,46,776.2
14.1,46,776
14.2,45,775.9
14.3,45,775.8
14.4,44,775.8
14.4,44,775.7
14.4,44,775.7
14.2,44,775.9
14,45,776
13.9,45,776.1
13.7,45,776.3
13.6,45,776.5
13.6,46,776.6
13.6,45,776.7
13.5,46,776.7
13.7,45,776.7
13.9,45,776.8
14.1,44,776.9
14.1,43,776.9
13.7,44,777
13.4,45,777.1
12.8,46,777.1
11.9,48,777.2
10.5,53,777.2
9.9,55,777.3
10,54,777.3
10.1,54,777.5
10.2,53,777.6
10.5,52,777.7
11.1,50,777.7
11.7,48,777.8
11.5,48,777.8
11.2,49,777.9
11.1,50,777.9
11.4,50,777.9
12.1,48,778
13,46,778.1
14.4,42,778.1
15.1,39,778.1
15.3,38,778
15.6,38,778.1
15.7,37,778.1
15.6,38,778
15.7,37,778
15.8,37,777.9
15.8,37,777.8
15.7,38,777.8
15.7,38,777.8
15.9,38,777.9
16,38,778
16,38,778
16.1,37,777.9
16.2,37,777.8
16.4,36,777.7
16.4,35,777.7
16.5,33,777.7
16.6,33,777.6
16.7,33,777.5
17,32,777.3
17.3,31,777.1
17.6,30,777
17.8,29,776.9
17.9,29,776.9
18.2,28,776.8
18.4,28,776.8
18.7,26,776.8
19,26,776.8
19.2,25,776.7
19.6,25,776.6
20.3,24,776.6
20.6,24,776.6
20.8,23,776.5
21,23,776.5
21.3,22,776.4
21.5,22,776.4
21.8,21,776.3
21.9,20,776.3
21.8,21,776.2
21.9,21,776.2
21.9,20,776.3
22.2,20,776.3
22.3,20,776.3
22.2,19,776.3
22.3,19,776.4
22.4,19,776.4
22.3,20,776.5
22.3,19,776.5
22.3,20,776.5
22.5,19,776.6
22.5,19,776.7
22.5,19,776.8
22.3,19,777
22,19,777.2
21.9,18,777.4
21.8,18,777.6
21.7,17,777.7
21.5,16,777.9
21.5,15,778
21.1,15,778.1
21.2,15,778.3
21,15,778.4
21,14,778.5
21.2,14,778.7
21.2,14,778.9
21,15,779
20.7,15,779.2
20.4,16,779.3
20.2,15,779.4
20.4,15,779.4
20.5,16,779.5
20.3,16,779.6
20,16,779.6
19.7,16,779.7
19.2,17,779.7
19,17,779.7
18.5,17,779.7
18,18,779.7
17.2,19,779.7
16.4,20,779.7
15.7,22,779.7
15,22,779.6
14.2,24,779.6
13.3,26,779.4
12.7,26,779.4
11.5,26,779.2
10.4,29,779
9.7,28,779
9.1,29,778.9
8.4,29,778.8
7.7,30,778.8
7,31,778.7
7.2,32,778.7
7.6,29,778.7
7.7,28,778.6
8,27,778.5
7.7,27,778.4
7.2,27,778.4
6.8,27,778.4
5.8,30,778.3
5.6,31,778.3
5.6,32,778.3
5.6,32,778.2
5.9,33,778.2
6.4,32,778.2
6.9,30,778.2
7.4,30,778.2
8,27,778.2
8.5,27,778.2
9.2,26,778.2
10.1,24,778.1
11.5,21,778.1
12.8,18,778.1
13.8,13,778.1
